node,pagerank_support,pagerank_oppose,pagerank_neutral,signed_positive,signed_negative,signed_attention,signed_net,signed_balance,support_rank,signed_net_rank,rank_shift_signed_minus_support,rank_shift_abs,net_support_minus_oppose_z,controversy_z,support_z,oppose_z,neutral_z,signed_attention_rank
SteveMcCluskey,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
SteveMcSherry,2.139444624519238e-05,5.757995522693893e-05,6.436935888163675e-05,2.474329220874317e-05,1.4624701630535358e-05,3.936799383927853e-05,1.0118590578207813e-05,0.25702581186934187,3013,10820,7807,7807,-0.09912938778542169,-0.5196921430295349,-0.3094107654074783,-0.21028137762205662,-0.2645965381223965,3061
SteveO,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
SteveRwanda,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stevecov,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stevedietrich,2.173782265190488e-05,0.0001667250071664091,8.861472240363976e-05,2.3063689100972057e-05,1.577379954548342e-05,3.8837488646455473e-05,7.289889555488638e-06,0.18770239295979696,2976,10909,7933,7933,-0.8545794900550259,0.23895317314551723,-0.3078131584547543,0.5467663316002715,0.008075895954099391,3074
Steven Fruitsmaak,0.00038615277687209184,0.0002340703744876457,0.00011705323636512205,0.00023961171787179544,0.00011047711083550544,0.0003500888287073009,0.00012913460703628998,0.3688624041878688,640,761,121,121,0.37379391412226215,2.4015632678793875,1.3876785910008247,1.0138846768785625,0.32790606951938994,655
Steven Walling,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Steven Zhang,0.0022638885918666624,0.0009283725030244506,0.0002151183141830465,0.00127194070723419,0.0007423415582694902,0.0020142822655036803,0.0005295991489646999,0.26292201348070315,16,27,11,11,4.2944317782899954,15.9537845447056,10.124108161497798,5.8296763832078025,1.4307826439311466,18
StevenBlack,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stevenfruitsmaak,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stevenj,4.3212074023609696e-05,4.896492745948385e-05,6.436935888163675e-05,3.7176846867691104e-05,4.450767346842106e-06,4.162761421453321e-05,3.2726079520848997e-05,0.7861627464930125,2413,2082,-331,331,0.06213541339577347,-0.47793779001516257,-0.20790118830969453,-0.270036601705468,-0.2645965381223965,3019
Stevenmitchell,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stevenzenith,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Steveo2,9.337153483190356e-05,0.00021717994542335266,0.0001356967574862885,0.00010734696632619247,5.2079184513155386e-05,0.00015942615083934785,5.5267781813037084e-05,0.3466669772936429,1939,1668,-271,271,-0.871257185752786,0.9222026797831664,0.025472747015190148,0.8967299327679762,0.5375780869858058,1552
Steveshelokhonov,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stevey7788,4.0566201539974235e-05,0.0001590422351091415,7.810703136052369e-05,4.0420577429229576e-05,2.1149966522943657e-05,6.157054395217323e-05,1.927061090628592e-05,0.31298425625823517,2457,10356,7899,7899,-0.7136888653002793,0.2732659020986783,-0.22021148160080053,0.4934773836994788,-0.11009753092193325,2598
Stevietheman,8.778125219302267e-05,0.0001502296691010695,8.711347986188642e-05,6.769468233222426e-05,4.7726594448950815e-05,0.00011542127678117506,1.9968087883273442e-05,0.17300179343129732,1985,10305,8320,8320,-0.43288883048098137,0.4318151744650639,-0.0005368280079587284,0.43235200247302263,-0.00880763963931742,1963
Stewartadcock,4.372490009702004e-05,4.896492745948385e-05,6.436935888163675e-05,3.989331545953828e-05,1.4335058957542428e-05,5.422837441708071e-05,2.555825650199585e-05,0.4713078121321221,2404,2214,-190,190,0.06452140871869749,-0.4755517946922385,-0.2055151929867705,-0.270036601705468,-0.2645965381223965,2731
StewieGriffin!,2.139444624519238e-05,0.000183517901757073,6.436935888163675e-05,2.4889492762731543e-05,1.1294171149571627e-05,3.6183663912303174e-05,1.3595321613159916e-05,0.37573092780516437,3013,10682,7669,7669,-0.9726553262556001,0.3538337954406436,-0.3094107654074783,0.6632445608481219,-0.2645965381223965,3122
Stfg,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stickee,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sticky Parkin,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stifle,0.00017785008762520805,5.611159370784717e-05,9.684026747073016e-05,0.0001167826287682138,2.325520557914924e-05,0.00014003783434736304,9.352742318906456e-05,0.6678725333403138,1393,1113,-280,280,0.638987247531305,0.1980549069585757,0.4185210772449403,-0.22046617028636462,0.10058345489476074,1720
Stilgar135,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stillnotelf,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stillstudying,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stillwaterising,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sting au,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stirling Newberry,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stlemur,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stlet.Rozinsky,2.139444624519238e-05,5.1739100424545945e-05,6.436935888163675e-05,2.1273530435603147e-05,7.44135838282559e-08,2.1347944019431403e-05,2.119911685177489e-05,0.9930285011277411,3013,10225,7212,7212,-0.058616275468574786,-0.5602052553463819,-0.3094107654074783,-0.2507944899389035,-0.2645965381223965,3489
Stockdiver,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stollery,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stone,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Storkk,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Storm Rider,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stormbay,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stormie,6.901359666872707e-05,4.896492745948385e-05,6.436935888163675e-05,5.5543618136008775e-05,1.0528104066098046e-05,6.607172220210682e-05,4.501551406991073e-05,0.6813128607759422,2136,1820,-316,316,0.18218062082092046,-0.35789258259001555,-0.08785598088454755,-0.270036601705468,-0.2645965381223965,2523
Stormscape,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stormtracker94,0.00015133718065857095,0.0007716795189382044,0.00021908050387856794,0.0001407989827606704,0.00012974084646590517,0.00027053982922657557,1.105813629476523e-05,0.04087433752870489,1543,10791,9248,9248,-4.447662482369906,5.037994591097749,0.2951660543639216,4.742828536733827,1.4753429124365118,928
Stormz,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Str1977,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Str4nd,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Straight Edge PXK,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Strange Passerby,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stratosphere,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Streamwater,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Street Scholar,2.2730006688135513e-05,0.00010951375500939315,6.858748349668901e-05,2.4102372334802405e-05,5.991493790995389e-06,3.0093866125797793e-05,1.8110878543807017e-05,0.6018129564377098,2872,10435,7563,7563,-0.45313672884379264,-0.15325703694294238,-0.3031968828933675,0.14993984595042512,-0.21715792970637948,3288
Street walker,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Strennman,2.139444624519238e-05,8.487495402503661e-05,6.436935888163675e-05,2.323747847027641e-05,1.3311364643381313e-05,3.654884311365772e-05,9.926113826895098e-06,0.271584897941294,3013,10828,7815,7815,-0.28845190810256544,-0.3303696227123912,-0.3094107654074783,-0.020958857304912846,-0.2645965381223965,3119
Strike Eagle,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Strikehold,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Strikeout Sister,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Strikerforce,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
StringTheory11,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stringops,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Striver,2.2094405843490944e-05,0.0003755220719409371,6.603104433605127e-05,3.778169427215812e-05,6.320481526144897e-05,0.00010098650953360708,-2.542312098929085e-05,-0.25174769488225895,2923,11275,8352,8352,-2.3011706025938765,1.6888623924323332,-0.3061541050807718,1.9950164975131048,-0.24590860147366256,2097
Stromcarlson,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Strothra,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Struway2,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
StuRat,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stuart.Jamieson,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stuartyeates,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stubbleboy,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stude62,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Student7,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
StuffOfInterest,0.0002219960955642101,6.796798246509605e-05,9.178716887947649e-05,0.00013257653873659797,4.4495330278556166e-05,0.00017707186901515413,8.808120845804182e-05,0.4974319689961801,1157,1174,17,17,0.7621449214609481,0.48568823578648157,0.6239165786237149,-0.13822834283723326,0.04375441658171417,1434
Stupid2,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Stwalkerster,0.0003425267652005099,0.0002630425596696991,0.0002540470800335181,0.0002308494491618209,0.00011313376869416647,0.00034398321785598734,0.00011771568046765443,0.34221344053167585,750,860,110,110,-0.030137987572319558,2.3995428781313555,1.184702445279518,1.2148404328518376,1.8685901171170602,670
Styrofoam1994,2.139444624519238e-05,4.896492745948385e-05,6.90607321272688e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2118355984529648,3490
Subhash bose,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Subversified,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Subversive element,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Subwayguy,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
SudoGhost,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sue Anne,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sue Rangell,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sue Wallace,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Suffice,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sugaar,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sugarfish,2.2767266045534216e-05,4.896492745948385e-05,6.436935888163675e-05,2.2559890102346286e-05,0.0,2.2559890102346286e-05,2.2559890102346286e-05,1.0,2870,2278,-592,592,-0.03298692679525472,-0.5730601302061907,-0.3030235285007227,-0.270036601705468,-0.2645965381223965,3450
Sugarpine,6.119356178732739e-05,9.101261352556e-05,6.436935888163675e-05,6.947578856478721e-05,2.1023605350359854e-05,9.049939391514706e-05,4.8452183214427356e-05,0.5353868254615771,2203,1764,-439,439,-0.14585273167875004,-0.10262685100338119,-0.12423979134106561,0.021612940337684423,-0.2645965381223965,2224
Suicidalhamster,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Suit-n-tie,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sukh,0.00015232514752218352,0.00018201551846827054,0.0001789079253513402,0.00011606325115886152,6.211033452379541e-05,0.00017817358568265694,5.395291663506611e-05,0.30281097183036476,1536,1692,156,156,-0.3530610787564638,0.952586496631431,0.29976270893748364,0.6528237876939474,1.0235470562841595,1426
Sulmues,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sultec,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sumalsn,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sumoeagle179,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sumsum2010,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Sun Creator,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
SunCountryGuy01,2.139444624519238e-05,0.00012389086139649917,6.436935888163675e-05,4.2497608954292465e-05,5.2827594940325684e-05,9.532520389461815e-05,-1.0329985986033219e-05,-0.10836573711872677,3013,11184,8171,8171,-0.5590725434308339,-0.05974898738412268,-0.3094107654074783,0.24966177802335562,-0.2645965381223965,2166
